Company_field,Company_name,Company_scale,Company_type,Job_location,Job_name,Job_salary,Job_update,Job_url,Location,Require_degree,Require_exp,Require_lan,Require_number
互联网,挖财网络技术有限公司,1000,民营公司,杭州-西湖区,资深清算专家-杭州-00658,2-3万/月,09-19发布,http://jobs.51job.com/hangzhou-xhq/86397188.html?s=01&t=0,华星路96号互联网金融大厦19楼							,,无工作经验,,招1人
"专业服务,人力资源,计算机软件",杭州爱才人力资源有限公司,500,民营公司,杭州-滨江区,急聘客服+年薪10w+五险一金+双休,0.8-1.2万/月,09-19发布,http://jobs.51job.com/hangzhou-bjq/92810506.html?s=01&t=0,滨江区英飞特大厦							,,无工作经验,,招100人
互联网,挖财网络技术有限公司,1000,民营公司,杭州-西湖区,产品总监（子公司）-杭州-00394,30-40万/年,09-19发布,http://jobs.51job.com/hangzhou-xhq/85071304.html?s=01&t=0,产业大厦12楼							,本科,5-7年经验,,招1人
互联网,挖财网络技术有限公司,1000,民营公司,杭州-西湖区,资深算法工程师-杭州-00209,20-30万/年,09-19发布,http://jobs.51job.com/hangzhou-xhq/84928020.html?s=01&t=0,华星路96号互联网金融大厦19楼							,本科,3-4年经验,,招3人
"互联网,服装,皮革",浙江宝娜斯袜业有限公司,1000,民营公司,杭州-滨江区,商品运营/产品运营（电商方向）,5-8千/月,09-20发布,http://jobs.51job.com/hangzhou-bjq/86792764.html?s=01&t=0,杭州滨江区物联网街芯图大厦							,大专,2年经验,,招2人
互联网,浙江天铄信息科技有限公司,50,民营公司,杭州-西湖区,市场副总,0.7-1.1万/月,09-20发布,http://jobs.51job.com/hangzhou-xhq/67274896.html?s=01&t=0,江南电子大厦19楼							,本科,5-7年经验,,招1人
"交通,物流,电子商务",传化物流集团有限公司（智能化系统）,5000,民营公司,杭州-萧山区,用户研究专员,1.2-2.5万/月,10-03发布,http://jobs.51job.com/hangzhou-xsq/94587637.html?s=01&t=0,钱江世纪城传化大厦（地铁口）							,本科,3-4年经验,,招2人
互联网,互联鑫彩信息技术有限公司,50,民营公司,杭州-上城区,资金结算,3.5-5千/月,09-20发布,http://jobs.51job.com/hangzhou-scq/79654955.html?s=01&t=0,凤凰中心2004室							,大专,无工作经验,,招1人
互联网,杭州泽让吉户外用品有限公司,少于50人,民营公司,杭州,高薪诚聘实力店铺运营 (职位编号：010),1-1.5万/月,09-20发布,http://jobs.51job.com/hangzhou/93058988.html?s=01&t=0,滨江区南环路1672号 1号楼511							,大专,3-4年经验,,招2人
互联网,互联鑫彩信息技术有限公司,50,民营公司,杭州-上城区,数据运营,0.8-1万/月,09-20发布,http://jobs.51job.com/hangzhou-scq/88063370.html?s=01&t=0,凤凰中心2004室							,大专,无工作经验,,招1人
"互联网,计算机软件",杭州博彦信息技术有限公司,150,民营公司,杭州,Python高级开发工程师,1.5-2万/月,09-20发布,http://jobs.51job.com/hangzhou/93190859.html?s=01&t=0,余杭区乐佳国际							,大专,3-4年经验,,招若干人
"汽车及零配件,电子商务",杭州澳托猫汽车服务有限公司,150,民营公司,杭州-滨江区,资深产品经理,1.5-2.5万/月,09-20发布,http://jobs.51job.com/hangzhou-bjq/93848900.html?s=01&t=0,越达巷79号连连大厦A幢7层							,大专,3-4年经验,,招1人
"多元化业务集团公司,媒体,文化传播",奥飞娱乐股份有限公司,5000,上市公司,浙江省,系统经理（浙江） (职位编号：alpha003463),15-20万/年,09-20发布,http://jobs.51job.com/zhejiangsheng/92393053.html?s=01&t=0,杭州							,大专,5-7年经验,,招1人
"汽车及零配件,电子商务",杭州澳托猫汽车服务有限公司,150,民营公司,杭州-滨江区,运营主管,0.8-1.5万/月,09-20发布,http://jobs.51job.com/hangzhou-bjq/91309523.html?s=01&t=0,越达巷79号连连大厦A幢7层							,本科,无工作经验,,招2人
"互联网,贸易",杭州瑞江化工有限公司,150,民营公司,杭州-西湖区,外贸风控专员,4.5-6千/月,09-20发布,http://jobs.51job.com/hangzhou-xhq/93092976.html?s=01&t=0,杭州市西湖区华星路99号							,本科,无工作经验,,招1人
互联网,浙江陪伴科技有限公司,50,民营公司,杭州-滨江区,阿里巴巴-海外事业部-销售顾问 (职位编号：0-1),0.5-1万/月,09-20发布,http://jobs.51job.com/hangzhou-bjq/88509467.html?s=01&t=0,西可科技园							,本科,无工作经验,,招10人
互联网,挖财网络技术有限公司,1000,民营公司,杭州-西湖区,客户运营分析师-杭州-00627,2-3万/月,09-19发布,http://jobs.51job.com/hangzhou-xhq/86292995.html?s=01&t=0,华星路96号互联网金融大厦19楼							,,无工作经验,,招1人
互联网,互联鑫彩信息技术有限公司,50,民营公司,杭州-上城区,统计核算员,3.5-5千/月,09-20发布,http://jobs.51job.com/hangzhou-scq/79180530.html?s=01&t=0,凤凰中心2004室							,大专,无工作经验,,招1人
"餐饮业,食品,化妆品",杭州有茶出沫文化创意有限公司,少于50人,民营公司,杭州-滨江区,地推专员,6-8千/月,09-20发布,http://jobs.51job.com/hangzhou-bjq/93725510.html?s=01&t=0,建业路511号华创大厦1408室							,,无工作经验,,招若干人
互联网,互联鑫彩信息技术有限公司,50,民营公司,杭州-上城区,结算专员,3.5-5千/月,09-20发布,http://jobs.51job.com/hangzhou-scq/79180442.html?s=01&t=0,凤凰中心2004室							,大专,无工作经验,,招1人
"汽车及零配件,电子商务",杭州澳托猫汽车服务有限公司,150,民营公司,杭州-滨江区,会员营销岗JD,0.8-1.3万/月,09-20发布,http://jobs.51job.com/hangzhou-bjq/92365294.html?s=01&t=0,越达巷79号连连大厦A幢7层							,大专,2年经验,,招1人
"计算机服务,数据服务",浙江智慧车联网有限公司,50,国企,杭州,高级软件工程师(JAVA),1-1.5万/月,09-20发布,http://jobs.51job.com/hangzhou/66988971.html?s=01&t=0,杭州上城区解放路138号航天通信大厦1号楼6楼							,本科,3-4年经验,,招3人
"互联网,计算机软件",杭州悦骑科技有限公司,150,民营公司,杭州-西湖区,大数据开发工程师,1.5-2.5万/月,09-20发布,http://jobs.51job.com/hangzhou-xhq/92765763.html?s=01&t=0,西斗门路9号福地2.0创业园4号楼3楼4303							,本科,无工作经验,,招若干人
"服装,皮革",杭州卓彩进出口有限公司,少于50人,民营公司,杭州,跨境电商运营总监,0.8-1万/月,09-20发布,http://jobs.51job.com/hangzhou/82752948.html?s=01&t=0,建国北路333号河滨商务楼703-704室							,本科,3-4年经验,,招1人
"互联网,交通,物流",心怡科技股份有限公司,5000,民营公司,杭州,订单生产主管,6-9千/月,09-20发布,http://jobs.51job.com/hangzhou/80870050.html?s=01&t=0,杭州下沙经济技术开发区出口加工区							,大专,3-4年经验,,招1人
"计算机服务,数据服务,金融,证券",杭州义永源通讯技术有限公司,少于50人,民营公司,杭州-江干区,推广专员/APP推广,5-8千/月,09-20发布,http://jobs.51job.com/hangzhou-jgq/93939928.html?s=01&t=0,五星路198号瑞晶国际407室							,大专,1年经验,,招若干人
"互联网,计算机软件",杭州悦骑科技有限公司,150,民营公司,杭州-西湖区,数据仓库工程师,1.5-2.5万/月,09-20发布,http://jobs.51job.com/hangzhou-xhq/91596565.html?s=01&t=0,西斗门路9号福地2.0创业园4号楼3楼4303							,本科,无工作经验,,招若干人
"互联网,交通,物流",心怡科技股份有限公司,5000,民营公司,杭州-西湖区,算法工程师,1-3万/月,09-20发布,http://jobs.51job.com/hangzhou-xhq/86190410.html?s=01&t=0,杭州市西湖区西溪路550号							,本科,无工作经验,,招1人
"互联网,计算机软件",杭州悦骑科技有限公司,150,民营公司,杭州-西湖区,渠道推广,1-1.5万/月,09-20发布,http://jobs.51job.com/hangzhou-xhq/88405355.html?s=01&t=0,西斗门路9号福地2.0创业园1号楼3楼1304							,本科,3-4年经验,,招1人
互联网,浙江陪伴科技有限公司,50,民营公司,杭州-滨江区,阿里巴巴--海外事业部客户经理（高薪） (职位编号：0-2),0.5-1万/月,09-20发布,http://jobs.51job.com/hangzhou-bjq/84407926.html?s=01&t=0,西可科技园							,本科,无工作经验,,招5人
"互联网,交通,物流",心怡科技股份有限公司,5000,民营公司,杭州,订单处理员,4-5千/月,09-20发布,http://jobs.51job.com/hangzhou/93300520.html?s=01&t=0,杭州下沙经济技术开发区出口加工区							,,无工作经验,,招若干人
"互联网,交通,物流",心怡科技股份有限公司,5000,民营公司,杭州,质检主管,6-8千/月,09-20发布,http://jobs.51job.com/hangzhou/93622801.html?s=01&t=0,杭州下沙经济技术开发区出口加工区							,大专,5-7年经验,,招1人
"互联网,交通,物流",心怡科技股份有限公司,5000,民营公司,杭州,订单生产副经理/主管（浙江）,0.9-1.5万/月,09-20发布,http://jobs.51job.com/hangzhou/89003147.html?s=01&t=0,杭州下沙经济技术开发区出口加工区							,大专,5-7年经验,,招2人
"互联网,交通,物流",心怡科技股份有限公司,5000,民营公司,杭州-西湖区,监察专家,1.5-2万/月,09-20发布,http://jobs.51job.com/hangzhou-xhq/89284461.html?s=01&t=0,西溪路550号西溪新座6幢1号门5-11层							,,无工作经验,,招1人
"互联网,交通,物流",心怡科技股份有限公司,5000,民营公司,杭州-西湖区,物流规划专家,2.5-3万/月,09-20发布,http://jobs.51job.com/hangzhou-xhq/86190689.html?s=01&t=0,杭州市西湖区西溪路550号							,本科,无工作经验,,招1人
"互联网,交通,物流",心怡科技股份有限公司,5000,民营公司,嘉兴,质量主管（浙江）,6-8千/月,09-20发布,http://jobs.51job.com/jiaxing/88596130.html?s=01&t=0,浙江省嘉兴市嘉兴南站南侧纺工路和尚浜菜鸟物流园							,大专,无工作经验,,招若干人
"互联网,网络游戏",杭州星球部落信息服务有限公司,50,民营公司,杭州-西湖区,VIP用户运营专员,4.5-6千/月,09-20发布,http://jobs.51job.com/hangzhou-xhq/93053398.html?s=01&t=0,西斗门路3号天堂软件园D幢6楼CD座							,大专,2年经验,,招1人
"服装,皮革,零售",上海道纪开服饰有限公司,500,民营公司,杭州-拱墅区,HS女装品牌商品运营经理,9-12万/年,09-20发布,http://jobs.51job.com/hangzhou-gsq/85869372.html?s=01&t=0,杭州拱墅区美都广场B座3楼							,,无工作经验,,招1人
"互联网,交通,物流",心怡科技股份有限公司,5000,民营公司,杭州,存储/收退主管（杭州）,0.8-1万/月,09-20发布,http://jobs.51job.com/hangzhou/90968981.html?s=01&t=0,杭州下沙经济技术开发区出口加工区							,大专,3-4年经验,,招1人
"互联网,计算机软件",杭州悦骑科技有限公司,150,民营公司,杭州-西湖区,薪酬绩效专员,5-7千/月,09-20发布,http://jobs.51job.com/hangzhou-xhq/92959047.html?s=01&t=0,西斗门路9号福地2.0创业园4号楼3楼4303							,,无工作经验,,招若干人
"互联网,交通,物流",心怡科技股份有限公司,5000,民营公司,杭州-西湖区,运营规划经理,2-2.5万/月,09-20发布,http://jobs.51job.com/hangzhou-xhq/86808585.html?s=01&t=0,杭州市西湖区西溪路550号							,本科,8-9年经验,,招1人
"互联网,交通,物流",心怡科技股份有限公司,5000,民营公司,杭州-西湖区,化工部销售经理,0.7-2.1万/月,09-20发布,http://jobs.51job.com/hangzhou-xhq/92844945.html?s=01&t=0,西溪路550号西溪新座6幢1号门5-11层							,本科,无工作经验,,招若干人
"服装,皮革,零售",上海道纪开服饰有限公司,500,民营公司,杭州-拱墅区,HS女装品牌直营内AD（商务员）,6-8千/月,09-20发布,http://jobs.51job.com/hangzhou-gsq/85868254.html?s=01&t=0,杭州拱墅区大关路绿地中央广场7号楼11楼							,,无工作经验,,招2人
"服装,皮革,零售",上海道纪开服饰有限公司,500,民营公司,杭州-拱墅区,HS女装品牌直营城市经理,8-10万/年,09-20发布,http://jobs.51job.com/hangzhou-gsq/85876866.html?s=01&t=0,杭州拱墅区美都广场B座3楼							,,无工作经验,,招2人
"批发,互联网",杭州蓝鸿贸易有限公司,50,民营公司,杭州,运营主管,6-8千/月,09-29发布,http://jobs.51job.com/hangzhou/80042057.html?s=01&t=0,滨江区南环路3760号保亿创艺大厦1701室							,,无工作经验,,招2人
"互联网,服装,皮革",杭州勒芒电子商务有限公司,150,民营公司,杭州,新媒体运营助理,3-4.5千/月,09-18发布,http://jobs.51job.com/hangzhou/76865720.html?s=01&t=0,西湖区西溪路830号5幢3层							,,无工作经验,,招若干人
"互联网,服装,皮革",杭州勒芒电子商务有限公司,150,民营公司,杭州,新媒体运营,3.5-6千/月,09-18发布,http://jobs.51job.com/hangzhou/82192483.html?s=01&t=0,西湖区西溪路830号5幢3层							,,无工作经验,,招若干人
"通信,网络设备,系统,维修",浙江神州量子网络科技有限公司,50,民营公司,杭州-余杭区,网络与信息安全工程师,1-1.9万/月,09-18发布,http://jobs.51job.com/hangzhou-yhq/78306318.html?s=01&t=0,文一西路海创园							,硕士,无工作经验,,招若干人
汽车及零配件,吉利集团（国内销售公司）,500,民营公司,杭州,客诉处理岗,4.5-6千/月,09-19发布,http://jobs.51job.com/hangzhou/84730791.html?s=01&t=0,杭州滨江区江陵路1760号							,本科,2年经验,,招若干人
汽车及零配件,吉利集团（总部）,10000人以上,民营公司,杭州,备件企划岗(J14523),1-1.5万/月,09-19发布,http://jobs.51job.com/hangzhou/83500590.html?s=01&t=0,杭州滨江区江陵路1760号							,本科,3-4年经验,,招1人
汽车及零配件,吉利集团（总部）,10000人以上,民营公司,杭州,备件企划岗,0.5-1万/月,09-19发布,http://jobs.51job.com/hangzhou/84136142.html?s=01&t=0,杭州滨江区江陵路1760号							,,无工作经验,,招1人
"互联网,服装,皮革",杭州勒芒电子商务有限公司,150,民营公司,杭州,内容营销内容运营,3-4.5千/月,09-18发布,http://jobs.51job.com/hangzhou/76865808.html?s=01&t=0,西湖区西溪路830号5幢3层							,,无工作经验,,招若干人
互联网,挖财网络技术有限公司,1000,民营公司,杭州-西湖区,信贷产品经理-杭州-00585,0.9-1.8万/月,09-19发布,http://jobs.51job.com/hangzhou-xhq/84112186.html?s=01&t=0,华星路96号互联网金融大厦19楼							,本科,3-4年经验,,招1人
计算机软件,吉利集团（信息工程中心）,150,民营公司,杭州,数据开发工程师(J14487),1.5-2万/月,09-19发布,http://jobs.51job.com/hangzhou/83258937.html?s=01&t=0,杭州滨江区江陵路1760号							,,无工作经验,,招2人
"互联网,服装,皮革",杭州勒芒电子商务有限公司,150,民营公司,杭州,新媒体运营/运营助理,3-4.5千/月,09-18发布,http://jobs.51job.com/hangzhou/82048358.html?s=01&t=0,西湖区西溪路830号5幢3层							,,无工作经验,,招若干人
汽车及零配件,吉利集团（总部）,10000人以上,民营公司,杭州,新媒体招聘运营专员(J14603),6-8千/月,09-19发布,http://jobs.51job.com/hangzhou/83862244.html?s=01&t=0,杭州滨江区江陵路1760号							,本科,无工作经验,,招1人
汽车及零配件,吉利集团（总部）,10000人以上,民营公司,济南,大数据工程师(J14270),1.5-2万/月,09-19发布,http://jobs.51job.com/jinan/82243649.html?s=01&t=0,济南市高新区春晖路1777号							,,无工作经验,,招3人
汽车及零配件,吉利集团（总部）,10000人以上,民营公司,杭州,城市经理(J14260),1-1.5万/月,09-19发布,http://jobs.51job.com/hangzhou/82343835.html?s=01&t=0,杭州滨江区江陵路1760号							,,无工作经验,,招若干人
互联网,杭州紫驰网络科技有限公司,150,民营公司,杭州-拱墅区,亚马逊运营专员/主管/经理，拱墅万达,0.5-2.5万/月,09-18发布,http://jobs.51job.com/hangzhou-gsq/91916953.html?s=01&t=0,万达广场C座421							,大专,1年经验,,招若干人
互联网,杭州紫驰网络科技有限公司,150,民营公司,杭州-拱墅区,亚马逊欧洲站/法国站/德国站运营,0.5-2万/月,09-18发布,http://jobs.51job.com/hangzhou-gsq/92209979.html?s=01&t=0,杭州拱墅区万达广场							,,无工作经验,,招若干人
"计算机软件,电子商务",杭州跃迁科技有限公司,少于50人,创业公司,杭州-西湖区,销售代表——杭州 无责底薪+高提成,0.8-1万/月,09-18发布,http://jobs.51job.com/hangzhou-xhq/93267740.html?s=01&t=0,古墩路707号杭州城市发展大厦14层							,,无工作经验,,招10人
互联网,杭州米友圈科技有限公司,少于50人,创业公司,杭州-余杭区,社群运营,6-8千/月,09-18发布,http://jobs.51job.com/hangzhou-yhq/82856062.html?s=01&t=0,杭州余杭良睦路乐富海邦园11号楼7层							,,无工作经验,,招若干人
互联网,滴滴出行,5000,外资,浙江省,安全产品经理-安全事务部(J170719009) (职位编号：J170719009),1-2万/月,09-18发布,http://jobs.51job.com/zhejiangsheng/92664392.html?s=01&t=0,杭州滴滴办公区							,,无工作经验,,招1人
互联网,杭州米友圈科技有限公司,少于50人,创业公司,杭州-余杭区,营销策划,6-8千/月,09-18发布,http://jobs.51job.com/hangzhou-yhq/83416178.html?s=01&t=0,杭州余杭良睦路乐富海邦园11号楼7层							,,无工作经验,,招若干人
汽车及零配件,吉利集团（总部）,10000人以上,民营公司,杭州,薪酬福利经理/主管(J14501),0.8-1万/月,09-19发布,http://jobs.51job.com/hangzhou/83337846.html?s=01&t=0,杭州滨江区江陵路1760号							,本科,5-7年经验,,招1人
"金融,证券",草根金融信息服务(杭州)有限公司,500,民营公司,杭州-余杭区,产品经理,1-2万/月,09-15发布,http://jobs.51job.com/hangzhou-yhq/92230711.html?s=01&t=0,杭州市余杭区文一西路仓前街道景兴路999号梦想小镇天使村10幢草根金服							,,3-4年经验,,招1人
房地产,杭州华邦房地产代理有限公司,1000,民营公司,杭州-拱墅区,招聘专员,4-6千/月,09-15发布,http://jobs.51job.com/hangzhou-gsq/93544936.html?s=01&t=0,潮王路225号红石中央大厦301室							,大专,无工作经验,,招3人
汽车及零配件,吉利集团（总部）,10000人以上,民营公司,杭州,薪酬福利主管/专员(J14592),6-8千/月,09-19发布,http://jobs.51job.com/hangzhou/83869739.html?s=01&t=0,杭州滨江区江陵路1760号							,本科,5-7年经验,,招1人
房地产,杭州华邦房地产代理有限公司,1000,民营公司,杭州-拱墅区,招聘专员（ 试用期薪资不打折）,4-6千/月,09-15发布,http://jobs.51job.com/hangzhou-gsq/93369388.html?s=01&t=0,潮王路225号红石中央大厦301室							,本科,无工作经验,,招2人
房地产,杭州华邦房地产代理有限公司,1000,民营公司,杭州-拱墅区,校园招聘专员,4-6千/月,09-15发布,http://jobs.51job.com/hangzhou-gsq/93374676.html?s=01&t=0,潮王路225号红石中央大厦301室							,大专,无工作经验,,招2人
"金融,证券",草根金融信息服务(杭州)有限公司,500,民营公司,杭州-余杭区,JAVA 架构师,1.5-2.5万/月,09-15发布,http://jobs.51job.com/hangzhou-yhq/92230453.html?s=01&t=0,杭州市余杭区文一西路仓前街道景兴路999号梦想小镇天使村10幢草根金服							,,5-7年经验,,招1人
房地产,杭州华邦房地产代理有限公司,1000,民营公司,杭州-拱墅区,招聘专员（校招方向）,4-6千/月,09-15发布,http://jobs.51job.com/hangzhou-gsq/93506101.html?s=01&t=0,潮王路225号红石中央大厦301室							,,无工作经验,,招2人
"计算机服务,数据服务,金融,证券",杭州义永源通讯技术有限公司,少于50人,民营公司,杭州-江干区,资深渠道BD,0.8-1万/月,09-16发布,http://jobs.51job.com/hangzhou-jgq/93946925.html?s=01&t=0,五星路198号瑞晶国际407室							,本科,1年经验,,招若干人
房地产,杭州华邦房地产代理有限公司,1000,民营公司,杭州-拱墅区,招聘专员（无责任底薪4000+做五休二）,4-6千/月,09-15发布,http://jobs.51job.com/hangzhou-gsq/93373565.html?s=01&t=0,潮王路225号红石中央大厦301室							,大专,无工作经验,,招3人
"服装,皮革,零售",杭州立酷派服饰有限公司,50,民营公司,杭州-下城区,商品专员,5-6千/月,09-16发布,http://jobs.51job.com/hangzhou-xcq/88813870.html?s=01&t=0,延安路515号国信大厦719							,大专,3-4年经验,,招1人
"服装,皮革,零售",杭州立酷派服饰有限公司,50,民营公司,杭州-下城区,武林银泰招店长,0.6-1万/月,09-16发布,http://jobs.51job.com/hangzhou-xcq/72398161.html?s=01&t=0,延安路515号国信大厦719							,高中,2年经验,,招1人
房地产,杭州华邦房地产代理有限公司,1000,民营公司,杭州-拱墅区,招聘专员（校企合作）,4.5-6千/月,09-16发布,http://jobs.51job.com/hangzhou-gsq/93766008.html?s=01&t=0,潮王路225号红石中央大厦301室							,大专,无工作经验,,招2人
"电子技术,集成电路",杭州海康威视数字技术股份有限公司,10000人以上,合资,金华,行业销售代表（金华）,15-20万/年,09-15发布,http://jobs.51job.com/jinhua/85422350.html?s=01&t=0,金华							,本科,无工作经验,,招2人
"教育,院校,媒体,文化传播",杭州爱的酷教育咨询有限公司,150,民营公司,杭州-下城区,市场企划主管,0.5-1万/月,09-16发布,http://jobs.51job.com/hangzhou-xcq/77687032.html?s=01&t=0,杭州市文晖路11号之江印刷综合楼3楼							,大专,2年经验,,招2人
"服装,皮革,零售",杭州立酷派服饰有限公司,50,民营公司,杭州-下城区,区域销售助理,4.5-6千/月,09-16发布,http://jobs.51job.com/hangzhou-xcq/90338751.html?s=01&t=0,延安路515号国信大厦719							,高中,1年经验,,招1人
"互联网,计算机软件",杭州会搜科技股份有限公司,150,创业公司,杭州-江干区,SEO专员,0.5-1万/月,09-16发布,http://jobs.51job.com/hangzhou-jgq/90150740.html?s=01&t=0,九盛路九号东方电子商务园7幢5楼							,,2年经验,,招2人
互联网,广州若羽臣科技股份有限公司杭州分公司,150,民营公司,杭州,达人运营,4.5-6千/月,09-16发布,http://jobs.51job.com/hangzhou/78878058.html?s=01&t=0,杭州市西湖区学院路77号黄龙国际中心H楼18楼							,大专,1年经验,,招若干人
互联网,杭州筑龙信息技术股份有限公司,50,上市公司,杭州-滨江区,产品助理,4-8千/月,09-17发布,http://jobs.51job.com/hangzhou-bjq/91597304.html?s=01&t=0,杭州市滨江区江南大道3688号潮人汇大厦21楼							,本科,1年经验,,招1人
"互联网,计算机软件",杭州会搜科技股份有限公司,150,创业公司,杭州-江干区,人事经理,0.6-1万/月,09-16发布,http://jobs.51job.com/hangzhou-jgq/85120114.html?s=01&t=0,九盛路九号东方电子商务园7幢5楼							,本科,3-4年经验,,招1人
互联网,贝贝网,1000,民营公司,杭州,用户运营专员,0.5-1万/月,09-17发布,http://jobs.51job.com/hangzhou/94024904.html?s=01&t=0,杭州市江干区九盛路9号东方电子商务园12幢							,本科,无工作经验,,招3人
"金融,证券",金诚集团,1000,合资,杭州-拱墅区,行业分析师,1-1.5万/月,09-17发布,http://jobs.51job.com/hangzhou-gsq/85778217.html?s=01&t=0,登云路43号金诚大厦							,本科,无工作经验,,招1人
互联网,杭州雅木电子商务有限公司,50,民营公司,杭州-江干区,京东运营店长,6-8千/月,09-16发布,http://jobs.51job.com/hangzhou-jgq/93602778.html?s=01&t=0,江干区九堡禧福汇4棟1003室							,,2年经验,,招1人
"互联网,计算机软件",杭州会搜科技股份有限公司,150,创业公司,杭州-江干区,电商招商主管,0.6-1.2万/月,09-14发布,http://jobs.51job.com/hangzhou-jgq/92387387.html?s=01&t=0,九盛路九号东方电子商务园7幢5楼							,大专,3-4年经验,,招1人
"农,牧",黄山王光熙松萝茶业股份公司,150,民营公司,黄山,网购中心运营经理/淘宝运营,3-5千/月,09-15发布,http://jobs.51job.com/huangshan/90906146.html?s=01&t=0,休宁经济开发区南二路							,本科,3-4年经验,,招1人
互联网,杭州法意珠宝有限公司,少于50人,民营公司,杭州,运营主管,2.5-3万/月,09-17发布,http://jobs.51job.com/hangzhou/90330132.html?s=01&t=0,上城区凤凰城1幢2单元1801							,大专,3-4年经验,,招若干人
"互联网,计算机软件",杭州会搜科技股份有限公司,150,创业公司,杭州-江干区,招商电商总监,0.8-1.6万/月,09-16发布,http://jobs.51job.com/hangzhou-jgq/92679384.html?s=01&t=0,九盛路九号东方电子商务园7幢5楼							,大专,3-4年经验,,招1人
互联网,贝贝网,1000,民营公司,杭州,用户运营专员,0.5-1万/月,09-17发布,http://jobs.51job.com/hangzhou/94024787.html?s=01&t=0,杭州市江干区九盛路9号东方电子商务园12幢							,本科,无工作经验,,招3人
互联网,杭州法意珠宝有限公司,少于50人,民营公司,杭州,新媒体运营专员,1.5-2万/月,09-17发布,http://jobs.51job.com/hangzhou/90606462.html?s=01&t=0,上城区凤凰城1幢2单元1801							,大专,1年经验,,招2人
"互联网,贸易",杭州陀飞伦电子商务有限公司,少于50人,民营公司,杭州-余杭区,速卖通Wish运营主管,0.4-1万/月,09-18发布,http://jobs.51job.com/hangzhou-yhq/76852607.html?s=01&t=0,临平南苑街道秋意浓商务大楼3楼318室							,大专,2年经验,,招2人
"金融,证券",草根金融信息服务(杭州)有限公司,500,民营公司,杭州-余杭区,商务BD,0.5-1万/月,09-18发布,http://jobs.51job.com/hangzhou-yhq/94039150.html?s=01&t=0,杭州市余杭区文一西路仓前街道景兴路999号梦想小镇天使村10幢草根金服							,,3-4年经验,,招1人
互联网,深圳市生活美学电子商务有限公司,50,民营公司,杭州-江干区,高新聘请京东或天运营助理,4.5-6千/月,09-16发布,http://jobs.51job.com/hangzhou-jgq/93222981.html?s=01&t=0,九和路19号凯城商务园4栋316							,,无工作经验,,招5人
"服装,皮革",杭州索优服饰有限公司,150,民营公司,杭州-拱墅区,AD,4.5-6千/月,09-18发布,http://jobs.51job.com/hangzhou-gsq/60721406.html?s=01&t=0,拱墅区登云路525号3号楼							,高中,无工作经验,,招3人
"互联网,计算机软件",杭州云屏科技有限公司,50,民营公司,杭州,大数据开发工程师,2-2.5万/月,09-18发布,http://jobs.51job.com/hangzhou/84716193.html?s=01&t=0,余杭区文一西路1218号恒生科技园							,,无工作经验,,招若干人
房地产,杭州华邦房地产代理有限公司,1000,民营公司,杭州-拱墅区,招聘专员,4-6千/月,09-17发布,http://jobs.51job.com/hangzhou-gsq/93878631.html?s=01&t=0,潮王路225号红石中央大厦301室							,,无工作经验,,招2人
"服装,皮革",杭州索优服饰有限公司,150,民营公司,杭州,商品专员,4.5-6千/月,09-18发布,http://jobs.51job.com/hangzhou/87814594.html?s=01&t=0,拱墅区拱墅区登云路525号3号楼							,,无工作经验,,招2人
"专业服务,人力资源,外包服务",浙江瑞升人力资源服务有限公司,150,民营公司,杭州-滨江区,活动运营,1.5-2万/月,09-18发布,http://jobs.51job.com/hangzhou-bjq/89395616.html?s=01&t=0,滨康路228号万福中心A座19楼							,,无工作经验,,招1人
"计算机软件,电子商务",海宁好德软件科技有限公司杭州分公司,少于50人,民营公司,杭州-西湖区,Python 软件工程师/Python高级工程师/Python程序员,1-1.5万/月,09-18发布,http://jobs.51job.com/hangzhou-xhq/72936065.html?s=01&t=0,杭州市西湖区古墩路707号城市发展大厦1303室							,大专,2年经验,,招3人
"家具,玩具,快速消费品,饮料",九阳股份有限公司,5000,民营公司,杭州-江干区,物流项目专员(客服物流部) (职位编号：joyoung000992),4.5-6千/月,09-17发布,http://jobs.51job.com/hangzhou-jgq/86979874.html?s=01&t=0,下沙街道银海街760号							,本科,2年经验,,招若干人
"互联网,计算机软件",杭州多方信息科技有限公司,50,民营公司,杭州-拱墅区,会计,4-6千/月,09-18发布,http://jobs.51job.com/hangzhou-gsq/86376232.html?s=01&t=0,拱墅区祥园路88号乐富智汇园12幢1301							,大专,1年经验,,招1人
互联网,贝贝网,1000,民营公司,杭州,微信运营专员,0.5-1万/月,09-17发布,http://jobs.51job.com/hangzhou/94024844.html?s=01&t=0,杭州市江干区九盛路9号东方电子商务园12幢							,本科,无工作经验,,招3人
房地产,杭州华邦房地产代理有限公司,1000,民营公司,杭州-拱墅区,高级招聘专员,4.5-6千/月,09-17发布,http://jobs.51job.com/hangzhou-gsq/93667667.html?s=01&t=0,潮王路225号红石中央大厦301室							,,无工作经验,,招2人
"计算机软件,电子商务",海宁好德软件科技有限公司杭州分公司,少于50人,民营公司,杭州-西湖区,网络爬虫工程师,1-1.5万/月,09-18发布,http://jobs.51job.com/hangzhou-xhq/72938334.html?s=01&t=0,杭州市西湖区古墩路707号城市发展大厦1303室							,本科,2年经验,,招2人
